Row,Component_1,Component_2,Component_3,Component_4,Component_5
lh_caudalmiddlefrontal-rh_lateraloccipital,1.01064360352202e-06,1.5818476943797e-05,-1.44216209377609e-05,-1.09256924881781e-05,-4.03811806864793e-05
lh_caudalmiddlefrontal-rh_lateralorbitofrontal,-1.16112473526127e-05,-3.70252347528122e-07,1.13690955561431e-05,1.69478084352076e-05,3.78797933895537e-06
lh_caudalmiddlefrontal-rh_lingual,6.15708654771693e-06,2.90549823863864e-05,-6.11733432399683e-06,1.31391445416754e-05,1.19566707762057e-05
lh_caudalmiddlefrontal-rh_medialorbitofrontal,-1.01633195439004e-05,1.20313551795557e-06,6.80960446435648e-06,-2.20604383024423e-06,-1.27272771575413e-05
lh_caudalmiddlefrontal-rh_middletemporal,-1.20760442869876e-05,-1.76393766596054e-07,1.41193856328349e-05,4.36326402147365e-06,-1.26985442100255e-05
lh_caudalmiddlefrontal-rh_parahippocampal,-4.57844686485629e-06,8.39786849407209e-06,1.24409520493965e-05,1.29276735452945e-05,2.7038918667356e-05
lh_caudalmiddlefrontal-rh_paracentral,-7.427745864912e-06,8.01523087134295e-06,1.72761766648426e-05,2.01346169912681e-05,2.48149035381697e-05
lh_caudalmiddlefrontal-rh_parsopercularis,-1.01159640567717e-05,-9.31159049193488e-07,1.42518255297343e-05,1.70599584988803e-05,-1.12092831940495e-06
lh_caudalmiddlefrontal-rh_parsorbitalis,-1.29981919029382e-05,-2.53118446338361e-06,1.45329113121438e-05,1.28446330473224e-05,-1.58394232575125e-05
lh_caudalmiddlefrontal-rh_parstriangularis,-5.95481660169324e-06,3.547663040653e-06,1.84099975070592e-05,2.71270140010408e-05,3.45010820347781e-05
lh_caudalmiddlefrontal-rh_pericalcarine,9.38711228964046e-06,2.72149516812517e-05,-8.81686063119097e-06,2.12299076285918e-05,2.37105375032495e-05
lh_caudalmiddlefrontal-rh_postcentral,-1.94215557453286e-06,1.66292479059122e-05,6.75106453878968e-06,2.94057677612577e-06,-1.79097996861957e-05
lh_caudalmiddlefrontal-rh_posteriorcingulate,9.3597960629913e-07,2.10399989744286e-05,2.54227941006681e-05,-4.09199468158502e-05,-5.90120790941653e-06
lh_caudalmiddlefrontal-rh_precentral,-9.43891445521021e-06,2.87649984471975e-06,2.555389901443e-05,5.29567329255091e-05,5.53382822232314e-05
lh_caudalmiddlefrontal-rh_precuneus,-5.7788725351677e-06,5.2799095899917e-06,-8.54344624303079e-06,-8.3929537829801e-06,-2.02457972151609e-05
lh_caudalmiddlefrontal-rh_rostralanteriorcingulate,-1.91801897953776e-05,-6.56059795116404e-06,2.29233058971173e-05,4.30793685675497e-05,4.7432089019239e-05
lh_caudalmiddlefrontal-rh_rostralmiddlefrontal,-3.27358125061356e-06,4.76981658858239e-06,-8.40449380622887e-06,-3.71279716246252e-05,-6.33476559058626e-05
lh_caudalmiddlefrontal-rh_superiorfrontal,-2.13518238359702e-05,-1.37303142775854e-05,-1.26019147551989e-06,8.27043864759238e-06,7.63876137932406e-06
lh_caudalmiddlefrontal-rh_superiorparietal,5.39144242832618e-06,2.97062716390957e-05,3.10114357116407e-05,3.22047393528865e-05,-5.18482197302055e-06
lh_caudalmiddlefrontal-rh_superiortemporal,-9.05940816806208e-06,1.08664170541392e-05,3.75576745127684e-05,4.87463104335214e-05,3.19877549426878e-05
lh_caudalmiddlefrontal-rh_supramarginal,-1.52423362997325e-05,-1.06158552582171e-05,-5.77233509245906e-06,-4.37279680874627e-06,-2.70445527229399e-06
lh_caudalmiddlefrontal-rh_frontalpole,-2.06662393768717e-05,-2.00004677170162e-05,-2.01930560069402e-05,-7.79848164211443e-07,-9.97704209223963e-06
lh_caudalmiddlefrontal-rh_temporalpole,-3.68102992021788e-06,1.72855735090882e-05,5.50872160641907e-06,-7.87918336824148e-06,3.95007513507015e-05
lh_caudalmiddlefrontal-rh_transversetemporal,-6.70472634018141e-06,4.26631993537078e-07,2.56884964435428e-06,2.72906918773374e-05,3.99561240300141e-05
lh_caudalmiddlefrontal-rh_insula,-2.60306433659832e-06,1.36558925408309e-05,1.99804988916059e-05,3.49904346205619e-05,3.5278575635556e-05
lh_cuneus-lh_entorhinal,1.55420781135932e-06,1.87567753863381e-05,-9.14985617294306e-06,1.40158525291942e-05,2.07777780028759e-05
lh_cuneus-lh_fusiform,-4.57509884581394e-06,1.02093579193649e-05,-2.77992004368426e-05,1.53083732583281e-05,4.48507676196595e-05
lh_cuneus-lh_inferiorparietal,-4.63265013172402e-06,5.72576693061178e-06,-4.23067248091154e-05,4.69735787013801e-06,2.80502196338205e-05
lh_cuneus-lh_inferiortemporal,-4.74947267262349e-06,8.29694099501438e-06,-3.6790240091005e-05,2.63083130211284e-06,2.78751584376049e-05
lh_cuneus-lh_isthmuscingulate,-7.37155072082301e-06,-6.13676610501874e-06,-3.85298938552484e-05,-1.88276289399167e-05,6.06864025158143e-06
lh_cuneus-lh_lateraloccipital,-1.04166870772537e-05,-1.50324915564905e-05,-6.74254643144929e-05,-5.27549753533613e-05,-2.68544762338867e-05
lh_cuneus-lh_lateralorbitofrontal,-5.96066414626639e-06,4.19853683954205e-06,-4.62629059946154e-05,-1.00739341205914e-05,6.89054934784284e-06
lh_cuneus-lh_lingual,-7.12524635558417e-06,-3.48916013451425e-06,-2.41576977832384e-05,-2.42516753615972e-05,-3.22428600450807e-06
lh_cuneus-lh_medialorbitofrontal,-4.81719889533661e-06,1.05807635303603e-05,-1.62021519287051e-05,5.18147414588438e-05,9.32489647262371e-05
lh_cuneus-lh_middletemporal,-3.58611581500325e-06,9.27784046911739e-06,-4.48233892991582e-05,-2.27519988699207e-05,-3.29800620127296e-05
lh_cuneus-lh_parahippocampal,-8.57908269508031e-06,-7.21836790807937e-06,-4.3835915065449e-05,-2.61999710150913e-05,-3.56440596696287e-05
lh_cuneus-lh_paracentral,9.84778729543556e-07,1.49377690960644e-05,-2.03229978385905e-05,6.21192478797241e-06,3.64723945360295e-05
lh_cuneus-lh_parsopercularis,2.50847943926006e-06,2.01735591978421e-05,-2.31198948798545e-05,8.23517997317805e-06,4.84009382828698e-06
lh_cuneus-lh_parsorbitalis,-2.08399411020032e-06,1.24046675552298e-05,-3.17421600067204e-05,-4.11367427376924e-06,-1.25987496816655e-05
lh_cuneus-lh_parstriangularis,-2.97958441062572e-06,9.60942966703332e-06,-3.73853237913337e-05,-3.6170419481128e-06,5.37750850636105e-06
lh_cuneus-lh_pericalcarine,-4.34497018358146e-07,1.22389341292348e-05,3.64419862468933e-05,5.90154687389606e-05,5.05300243236991e-05
lh_cuneus-lh_postcentral,-2.68988189263482e-06,8.09335821045492e-06,-3.21459084511379e-05,-1.50556435498059e-05,-2.64983317987628e-06
lh_cuneus-lh_posteriorcingulate,-1.57580531172495e-05,-1.33320936726497e-05,-4.77022919604607e-05,-1.16241875462285e-05,3.41034302934221e-05
lh_cuneus-lh_precentral,8.05966197569067e-06,2.82831933548365e-05,-1.47259337869451e-05,3.33349909555574e-06,1.29489793017732e-05
lh_cuneus-lh_precuneus,9.08874406916408e-07,1.99506486670626e-05,-8.5694502237723e-06,3.85865974461815e-05,6.99784283509908e-05
lh_cuneus-lh_rostralanteriorcingulate,-1.56452035408594e-05,-6.22229609628737e-06,-2.94173750850824e-05,3.31648796906876e-05,6.89065963565569e-05
lh_cuneus-lh_rostralmiddlefrontal,-5.13853155866602e-06,7.37842619507268e-06,-3.94995545234685e-05,1.34568857070247e-05,3.41373126455014e-05
lh_cuneus-lh_superiorfrontal,-8.25185582391055e-07,1.54117609382816e-05,-3.12494127274321e-05,1.71913355457721e-05,4.59689411109182e-05
lh_cuneus-lh_superiorparietal,-2.34601472874015e-06,1.04375512389737e-05,-2.70765347592593e-05,2.07229706424739e-05,6.61834191163563e-05
lh_cuneus-lh_superiortemporal,4.60390893643688e-06,2.87987634405087e-05,-5.09477678000425e-06,2.20622395996987e-05,1.8733083525874e-06
lh_cuneus-lh_supramarginal,7.48135402128915e-07,1.81772504954579e-05,-2.66476919826982e-05,1.11408034222893e-05,1.20994742877524e-05
lh_cuneus-lh_frontalpole,-8.64943888770796e-06,-3.2904053524875e-06,-3.56125449056333e-05,-6.10811359568187e-06,-3.89057976995884e-05
lh_cuneus-lh_temporalpole,3.38065499438125e-06,2.78976150303852e-05,-4.22862943240777e-06,6.91014759210646e-06,5.10355680297529e-05
lh_cuneus-lh_transversetemporal,-6.98941472420121e-06,2.98188746496542e-06,-1.51434891275552e-05,-8.84765358588985e-06,-1.44146921020266e-05
lh_cuneus-lh_insula,1.15360720038898e-06,2.28164087934496e-05,1.16671661661715e-05,5.92425326549496e-05,8.64321440269809e-05
lh_cuneus-rh_bankssts,-2.43655165041655e-06,1.50413567125526e-05,4.22218412184745e-06,4.23695856458407e-05,4.48235913098405e-05
lh_cuneus-rh_caudalanteriorcingulate,-2.00986832638187e-05,-2.64695083876237e-05,-7.05925783312743e-05,-7.72955381572868e-05,-6.76474985154387e-05
lh_cuneus-rh_caudalmiddlefrontal,-7.32939425994109e-07,1.37742140520582e-05,-2.48276564419408e-05,6.55410249632799e-06,1.4420241686922e-05
lh_cuneus-rh_cuneus,-2.55879119817377e-06,2.93069874334007e-06,7.5056007290473e-07,1.54522370480398e-05,4.57113698562169e-05
lh_cuneus-rh_entorhinal,-4.1174641261164e-07,1.28544319459354e-05,-1.59805222759307e-05,3.66242000075639e-06,1.2815975884373e-05
lh_cuneus-rh_fusiform,-6.26341314263585e-06,6.74629482068254e-06,-2.74650366932234e-05,8.97361494626889e-07,7.07925270040333e-06
lh_cuneus-rh_inferiorparietal,-3.62888436687602e-06,8.19524812010957e-06,-3.37945535709297e-05,2.72198007393955e-06,1.23543058248557e-05
lh_cuneus-rh_inferiortemporal,-4.13263373291484e-06,1.0761892224273e-05,-2.68822197611099e-05,6.73514241390685e-06,1.40569724494726e-05
lh_cuneus-rh_isthmuscingulate,-1.01383387147299e-05,-9.47894759037626e-06,-4.62008335831955e-05,-2.5944819161344e-05,-1.67450137312513e-05
lh_cuneus-rh_lateraloccipital,-1.04179539962389e-05,-1.35182866219902e-05,-5.78720871460215e-05,-4.59719091050632e-05,-2.4768483573369e-05
lh_cuneus-rh_lateralorbitofrontal,-9.39485394687898e-06,-5.87387279221945e-07,-4.64478782472767e-05,-2.11023396479929e-05,-1.67286329581536e-05
lh_cuneus-rh_lingual,-3.18220179928522e-06,6.96628977477945e-06,7.09608609418348e-06,2.74850897597499e-05,6.16020230713248e-05
lh_cuneus-rh_medialorbitofrontal,-6.69813772623651e-06,9.08398731718012e-06,-1.15795211564159e-05,5.63175072727899e-05,8.95913084457608e-05
lh_cuneus-rh_middletemporal,-3.32083010932535e-06,1.22249396929737e-05,-2.8796617032413e-05,4.11623778461833e-07,-3.4586452130037e-06
lh_cuneus-rh_parahippocampal,-1.1845067225282e-05,-1.27442488121037e-05,-5.31761302523628e-05,-3.83955539929417e-05,-3.65114308686554e-05
lh_cuneus-rh_paracentral,-4.37722984742807e-06,2.67412239867755e-06,-4.6565976416447e-05,-4.68674107016191e-05,-4.69702546300391e-05
lh_cuneus-rh_parsopercularis,1.36155056020625e-06,1.93392671542006e-05,-1.24173381109946e-05,2.21653385535422e-05,1.71992460179185e-05
lh_cuneus-rh_parsorbitalis,-2.36430521415695e-06,1.17725313174673e-05,-2.55943387191674e-05,3.97915047023729e-06,-3.78457390828971e-06
lh_cuneus-rh_parstriangularis,-5.19738598795295e-06,2.26057895521987e-06,-5.20363247759305e-05,-3.12236854437924e-05,-3.86339346886058e-05
lh_cuneus-rh_pericalcarine,5.15771971847883e-08,8.15199031742819e-06,2.08220604968028e-05,3.29835860946646e-05,2.92502281213858e-05
lh_cuneus-rh_postcentral,-2.6071422686373e-06,1.17180684130526e-05,-1.1483054722906e-05,1.23089453756964e-05,2.52115726396283e-05
lh_cuneus-rh_posteriorcingulate,-1.41999582867604e-05,-8.64370516897017e-06,-3.47597625936877e-05,6.14554215804417e-07,5.54678605866924e-05
lh_cuneus-rh_precentral,3.54855739809514e-06,1.92393151014949e-05,-2.40557104231493e-05,-1.65240474008345e-05,-1.77694263243041e-05
lh_cuneus-rh_precuneus,-5.45670509428983e-07,1.8551229650142e-05,-1.79606974608372e-06,3.94431687923388e-05,6.39124345082621e-05
lh_cuneus-rh_rostralanteriorcingulate,-1.87569824858052e-05,-1.76920655015856e-05,-4.80087875146857e-05,5.08499853408741e-06,1.94259345039804e-05
lh_cuneus-rh_rostralmiddlefrontal,-8.85373857718731e-06,-7.63135474133111e-07,-4.60499369213374e-05,7.11538116241819e-07,1.35324095689778e-05
lh_cuneus-rh_superiorfrontal,-3.41201628557042e-06,1.02822113013064e-05,-3.16157089349711e-05,1.30663637032678e-05,3.8064738894939e-05
lh_cuneus-rh_superiorparietal,-7.48719614419721e-06,-1.50855718571813e-06,-4.15944462394667e-05,-1.93182151507793e-05,-5.56494043210696e-06
lh_cuneus-rh_superiortemporal,6.10435583258118e-06,3.48226178311459e-05,1.95339957366484e-05,6.12815337750398e-05,5.58611712060451e-05
lh_cuneus-rh_supramarginal,2.22703136394854e-06,2.39903851965789e-05,-2.4380036048871e-06,4.40687672790499e-05,5.6785112719818e-05
lh_cuneus-rh_frontalpole,-1.14793810639898e-05,-6.96153941312781e-06,-3.23767849131886e-05,3.17632426038336e-06,-1.40106502437893e-05
lh_cuneus-rh_temporalpole,2.66772259781615e-06,2.49320130563096e-05,-9.09609993777199e-06,-8.61363078297001e-06,2.92662214803394e-05
lh_cuneus-rh_transversetemporal,-1.01118141584358e-05,-3.72988298749702e-06,-2.69451584481081e-05,-2.68844423857802e-05,-2.23438177470045e-05
lh_cuneus-rh_insula,-4.13839642751945e-06,1.28894963143632e-05,-4.65106105102293e-06,3.72816024171751e-05,6.46505003805269e-05
lh_entorhinal-lh_fusiform,-1.22649674445196e-05,-1.2628169186266e-05,-2.47886935774792e-05,-1.37905742225449e-05,3.87618170861518e-05
lh_entorhinal-lh_inferiorparietal,-2.9211738946443e-06,8.08821573973874e-06,9.95800624409807e-06,1.29849175751239e-05,2.17279396361521e-05
lh_entorhinal-lh_inferiortemporal,-1.00062843573292e-05,-1.0226489431235e-05,-1.62733245583389e-05,-1.36898820277923e-05,7.44354430428058e-06
lh_entorhinal-lh_isthmuscingulate,-1.21173515446034e-06,1.33538021662868e-05,-7.43500119305978e-06,-2.74566830979166e-05,6.38761313762206e-06
lh_entorhinal-lh_lateraloccipital,3.06793452362596e-07,1.67037701664614e-05,1.02224631776929e-05,1.05961588462963e-05,-7.33746652141016e-06
lh_entorhinal-lh_lateralorbitofrontal,-9.67285732541421e-06,-5.46268047958388e-06,-1.84979414933177e-05,-2.53211245155313e-05,1.4241947295728e-06
lh_entorhinal-lh_lingual,-2.93819301468826e-06,1.29957460855549e-05,-1.49046445680536e-05,-7.33717618743389e-06,-8.7104193362501e-06
lh_entorhinal-lh_medialorbitofrontal,-4.78106630475231e-07,1.31225475068504e-05,1.45534351264078e-05,1.84897331646858e-05,4.46066064391354e-05
lh_entorhinal-lh_middletemporal,-8.51828316141921e-06,-8.17666852343042e-06,-1.69950516664122e-05,-2.28855195929172e-05,-1.40168283538505e-05
lh_entorhinal-lh_parahippocampal,-1.24543014195153e-05,-1.48010799501133e-05,-4.62112000178135e-05,-6.89284771088444e-05,-4.62654815163095e-05
lh_entorhinal-lh_paracentral,-6.81431732620684e-06,4.89400768104141e-06,7.53061320041579e-06,1.55214264043791e-05,3.9889157633725e-06
lh_entorhinal-lh_parsopercularis,-5.8348334872969e-06,3.52723533750096e-06,4.20001804536132e-06,7.61601377681147e-06,2.21410045457301e-05
lh_entorhinal-lh_parsorbitalis,9.03433505188455e-06,3.47751268270089e-05,6.25017742904113e-05,8.60704755555951e-05,9.55998432164192e-05
lh_entorhinal-lh_parstriangularis,1.2239204800516e-06,1.64627339170668e-05,2.48257410764095e-05,2.95093994452915e-05,3.1346336518127e-05
lh_entorhinal-lh_pericalcarine,-4.21768255818689e-07,1.56806141511491e-05,-3.81336315457782e-06,1.53808823510421e-05,4.27829762636431e-06
lh_entorhinal-lh_postcentral,-2.61408897339179e-06,1.29061351980814e-05,1.09184832572505e-05,1.31560904517082e-05,2.89816047285641e-06
lh_entorhinal-lh_posteriorcingulate,-1.6760892934609e-05,-1.28393358478832e-05,-2.99420768253338e-05,-7.35037079727046e-05,-4.25973216909003e-05
lh_entorhinal-lh_precentral,-6.37393058545332e-06,4.75584552855425e-06,8.98072191453073e-06,1.74680540479522e-05,2.60321127691753e-05
lh_entorhinal-lh_precuneus,-4.77873851810948e-06,4.87560184168747e-06,5.56120835374548e-07,2.11951427452393e-06,3.71533094704308e-06
lh_entorhinal-lh_rostralanteriorcingulate,-2.36941725560945e-05,-2.69601626738942e-05,-4.59149806836321e-05,-6.03779051277863e-05,-3.28892915623703e-05
lh_entorhinal-lh_rostralmiddlefrontal,-3.3047930879802e-06,4.14881519134014e-06,-6.36596622895482e-06,-1.61217740783487e-05,-1.1192290408872e-05
lh_entorhinal-lh_superiorfrontal,-3.14414270047924e-06,5.32436563578475e-06,2.35869833068177e-06,6.53314385487052e-06,1.43829134800348e-05
lh_entorhinal-lh_superiorparietal,3.85818149822172e-06,2.69004597812355e-05,3.39974940229391e-05,3.98129598055782e-05,2.07709549506292e-05
lh_entorhinal-lh_superiortemporal,-7.17654007661961e-06,-3.27608470842916e-06,-5.91935765568276e-06,-4.30226800758384e-06,1.24352512303012e-05
lh_entorhinal-lh_supramarginal,-4.05597322941021e-06,3.48945715905043e-06,4.98277515577736e-06,1.09693874338978e-05,2.86279138622986e-05
lh_entorhinal-lh_frontalpole,9.88315192530547e-06,3.93376301098119e-05,7.48052542582669e-05,0.000122351262251496,0.000140590370624439
lh_entorhinal-lh_temporalpole,4.43035483280228e-06,2.20685705814799e-05,2.69422776659052e-05,3.05995826737038e-05,7.31603460625932e-05
lh_entorhinal-lh_transversetemporal,-1.52488935046134e-05,-1.71295534650911e-05,-3.05464317605042e-05,-2.20676454270817e-05,4.80655353869276e-06
lh_entorhinal-lh_insula,-1.38279769875475e-05,-1.44649244420452e-05,-4.4028102681055e-05,-6.48292250177739e-05,-6.2041407263895e-05
lh_entorhinal-rh_bankssts,-1.26737169742815e-05,-9.0924706132476e-06,-3.69719390489864e-06,1.59405380095762e-05,5.17588782035692e-05
lh_entorhinal-rh_caudalanteriorcingulate,-8.91289161154883e-06,2.90553665576003e-06,3.72560544752461e-06,-3.3701669331067e-05,2.86155840145941e-06
lh_entorhinal-rh_caudalmiddlefrontal,-2.82204522918148e-06,1.23043700625843e-05,2.45314607347716e-05,4.46967205217468e-05,6.67572263985844e-05
lh_entorhinal-rh_cuneus,2.56711581469332e-06,1.7355454882199e-05,-1.58065082328166e-05,1.18032049409521e-06,1.15419782288723e-05
lh_entorhinal-rh_entorhinal,-3.78741446138618e-06,-4.63843825787362e-06,4.6382805601958e-06,1.66354033128384e-05,3.44581461877379e-05
lh_entorhinal-rh_fusiform,-1.21182150992151e-05,-1.08349947489938e-05,-1.99484771704733e-05,-6.99883474256085e-06,4.42406301557605e-05
lh_entorhinal-rh_inferiorparietal,-2.95521289721903e-06,6.7759262889028e-06,1.05327850796136e-05,2.11863801754939e-05,4.25506587763472e-05
lh_entorhinal-rh_inferiortemporal,-9.63081026141941e-06,-9.21741512080248e-06,-1.39038643994962e-05,-9.99889591351355e-06,1.49637046090878e-05
lh_entorhinal-rh_isthmuscingulate,-2.88104521185593e-06,7.30817584321546e-06,-2.36865064008032e-05,-5.00236640123886e-05,-1.54657614589079e-05
lh_entorhinal-rh_lateraloccipital,-1.32450833471454e-06,1.17063782886968e-05,2.66077467544652e-08,-2.01927824788555e-06,-2.01280897260526e-05
lh_entorhinal-rh_lateralorbitofrontal,-9.92251482235822e-06,-6.65429179830304e-06,-2.00530209962879e-05,-2.66046437507979e-05,6.56168172027391e-07
lh_entorhinal-rh_lingual,-2.17178272027837e-07,1.72978288288649e-05,-8.79625840954026e-06,3.82537474372133e-06,9.06732160414965e-06
lh_entorhinal-rh_medialorbitofrontal,-5.00925015582701e-07,1.12423861446761e-05,8.5377082302005e-06,8.55976055337157e-06,3.05920099289092e-05
lh_entorhinal-rh_middletemporal,-9.27078365352036e-06,-9.72051387145215e-06,-2.00871611579244e-05,-2.67010461891403e-05,-1.51479604698106e-05
lh_entorhinal-rh_parahippocampal,-1.26483781119081e-05,-1.51252528041309e-05,-4.44267350842646e-05,-6.11353959710287e-05,-3.95825077423327e-05
lh_entorhinal-rh_paracentral,-6.18715546883187e-06,3.84539025882343e-06,4.55293099815111e-06,1.33607925715847e-05,1.12231517237178e-05
lh_entorhinal-rh_parsopercularis,-3.2905908286453e-06,9.75501144742913e-06,1.80351336198797e-05,2.79370250015923e-05,4.89726198253582e-05
lh_entorhinal-rh_parsorbitalis,7.70697833247543e-06,2.88981275744169e-05,4.78474644767286e-05,6.43842766251821e-05,7.47907639021762e-05
lh_entorhinal-rh_parstriangularis,5.4295079428115e-06,2.58122620154274e-05,4.62277023585404e-05,6.8258531790769e-05,9.33483258010457e-05
lh_entorhinal-rh_pericalcarine,3.25276657338834e-07,1.37235528392645e-05,-1.12330472966832e-05,3.71447200255466e-06,-9.55745933032885e-07
lh_entorhinal-rh_postcentral,-3.6960562325357e-07,1.75678089381594e-05,1.88010892561871e-05,2.8648536684061e-05,3.05505187235754e-05
lh_entorhinal-rh_posteriorcingulate,-1.58731895157584e-05,-1.20392288800884e-05,-3.07240894751657e-05,-7.40117836043351e-05,-2.41803324022292e-05
lh_entorhinal-rh_precentral,-4.32850240968992e-06,8.50078943128229e-06,1.43819956613412e-05,2.51769643011682e-05,3.29745867332731e-05
lh_entorhinal-rh_precuneus,-3.81699256060627e-06,5.73643505521744e-06,-3.68528025797858e-07,1.51765828190334e-06,5.27689808223403e-06
lh_entorhinal-rh_rostralanteriorcingulate,-2.16316898914406e-05,-2.44703875287249e-05,-3.6418438633861e-05,-4.16986211101779e-05,-1.65546265982474e-05
